ID;Название;Статус;Стартовая;Текущая;Ставок;Категория;Картинки
36647;Перстень с Сераписом &#40;современная авторская работа&#41;;ENDED;3499.00;0.00;0;Остальное;[]
36673;Пул \&quot;Олень с рогами\&quot;.;ENDED;300.00;0.00;0;Восточные;[]
36686;Грифон;ENDED;500.00;0.00;0;Античные монеты;[]
36692;Деньга и бешлыки Ш. Г.;ENDED;250.00;0.00;0;Восточные;[]
36696;пул Бек-Суфи 2;ENDED;250.00;0.00;0;Восточные;[]
36708;Пул Тамга &#40;3&#41;;ENDED;200.00;0.00;0;Восточные;[]
36715;Трояк Сигизмунд III 1596 год;ENDED;1000.00;0.00;0;Средневековые (Европа);[]
36724;амулет амфора;ENDED;800.00;0.00;0;Металлопластика античная;[]
36727;Скифская золотая ароматница;ENDED;10000.00;0.00;0;Металлопластика античная;[]
36734;Проколки, крючек;ENDED;200.00;200.00;1;Металлопластика античная;[]
36738;Гемиобол;ENDED;2800.00;0.00;0;Античные монеты;[]
36739;3,2,1 копейки 1924г;ENDED;250.00;0.00;0;Россия и СССР;[]
36741;Надчекан;ENDED;150.00;0.00;0;Восточные;[]
36744;707 год, Ярмак, Токту-Хан, Крым;ENDED;1800.00;0.00;0;Восточные;[]
36755;Скифское копьё-дротик с утратами;ENDED;500.00;0.00;0;Металлопластика античная;[]
36762;Лот колец;ENDED;4999.00;0.00;0;Перстни и кольца;[]
36764; разное железо;ENDED;500.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36765;подсвечник-лампа;ENDED;1400.00;0.00;0;Керамика, фарфор, стекло (предметы декоративно-прикладного искусства, посуда);[]
36766;лампа-светильник;ENDED;1400.00;0.00;0;Керамика, фарфор, стекло (предметы декоративно-прикладного искусства, посуда);[]
36770;10 копеек 1943 года &#40;не частая&#41;;ENDED;550.00;0.00;0;Россия и СССР;[]
36771;пуги костяные;ENDED;500.00;0.00;0;Всё по Крымской Войне 1853-1856гг;[]
36772;монеты на чистку опыты;ENDED;200.00;205.00;2;Имперские (Россия);[]
36773;разное.;ENDED;800.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36774;пряжки,окончания и др.;ENDED;800.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36775;прясла.;ENDED;450.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36776;пуги гирьки с узорами 2.;ENDED;450.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36777;разное по ВОВ.;ENDED;450.00;0.00;0;Предметы старины не относящиеся к вышестоящим темам ;[]
36786;Разное с кремневого пистоля и ружья.;ENDED;350.00;350.00;1;Разное (трудноопределимые предметы и фрагменты);[]
36794;Монеты СССР Рамочники.;ENDED;150.00;0.00;0;Россия и СССР;[]
36796;20 копеек 1905 года. Буквы А/Р;ENDED;200.00;0.00;0;Имперские (Россия);[]
36797; Пуговицы - гирьки шаровидные Империя Цин;ENDED;350.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36798; Пуговица литая большая;ENDED;350.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36801;40 лет победы Харьков;ENDED;400.00;0.00;0;Настольные медали;[]
36815;2 копейки 1799 года;ENDED;650.00;0.00;0;Имперские (Россия);[]
36816;2 копейки 1801 года;ENDED;450.00;0.00;0;Имперские (Россия);[]
36818;Гвардия Колдстрим  Англия;ENDED;300.00;0.00;0;Всё по Крымской Войне 1853-1856гг;[]
36819;СССР 1938 года;ENDED;250.00;250.00;1;Россия и СССР;[]
36839;2 копейки серебром 1841 года;ENDED;750.00;0.00;0;Имперские (Россия);[]
36840;2 копейки 1859 года;ENDED;250.00;0.00;0;Имперские (Россия);[]
36846;Зацеп,пряжка;ENDED;250.00;0.00;0;Всё по Крымской Войне 1853-1856гг;[]
36850;ременной распределитель со следами золочения..;ENDED;1500.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36851;Красивое ложно витое кольцо,до монгол.;ENDED;500.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36852;Красивое ложно витое кольцо,до монгол.2;ENDED;500.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36853;амулет ножны,до монгол;ENDED;1100.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36855;Королевская артиллерия.малая;ENDED;150.00;0.00;0;Всё по Крымской Войне 1853-1856гг;[]
36856;Королевская артиллерия.Большая 1;ENDED;250.00;0.00;0;Всё по Крымской Войне 1853-1856гг;[]
36857;Королевская артиллерия.Англия.Большая 2;ENDED;250.00;0.00;0;Всё по Крымской Войне 1853-1856гг;[]
36860;Деньга Шахин Герая 5 год;ENDED;500.00;0.00;0;Восточные;[]
36861;63-й линейный пехотный полк Франция;ENDED;150.00;150.00;1;Всё по Крымской Войне 1853-1856гг;[]
36863;Тыльник шашки;ENDED;200.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36869;2 копейки 1811 г. СПБ;ENDED;300.00;0.00;0;Имперские (Россия);[]
36871;Бронзовый скифский наконечник;ENDED;400.00;0.00;0;Металлопластика античная;[]
36872;5 копеек 1874 г.;ENDED;500.00;0.00;0;Имперские (Россия);[]
36873;5 копеек 1871 г.;ENDED;500.00;0.00;0;Имперские (Россия);[]
36874; подсвечник бронза старинный .9.;ENDED;1500.00;0.00;0;Произведения декоративно-прикладного искусства;[]
36875;Пулы с надчеканами &#40;2&#41;;ENDED;500.00;0.00;0;Восточные;[]
36876;Бешлык Шахин Гирей &#40;3-ий год правления&#41;;ENDED;80.00;0.00;0;Восточные;[]
36878;Девлет 2 Гирей 2 -ое правление Бахчисарай 1121;ENDED;250.00;0.00;0;Восточные;[]
36890;5 Копеек 1869 г.;ENDED;350.00;0.00;0;Имперские (Россия);[]
36891;царизм;ENDED;300.00;0.00;0;Имперские (Россия);[]
36902;Накладка;ENDED;0.99;0.99;1;Металлопластика средневековая,  восточные предметы до 1917г;[]
36906;Украшение античное;ENDED;300.00;0.00;0;Металлопластика античная;[]
36909;Кырмыз Шахин Гирея &#40;4 год правления&#41;;ENDED;5000.00;0.00;0;Восточные;[]
36919;1,2,3 коп 1924г;ENDED;200.00;0.00;0;Россия и СССР;[]
36921;Лот деньги &#40; 6 шт.&#41;;ENDED;200.00;0.00;0;Имперские (Россия);[]
36922;Деньга 1772г ЕМ;ENDED;100.00;0.00;0;Имперские (Россия);[]
36923;Пуговица 49;ENDED;250.00;250.00;1;Филобутонистика (пуговицы, пряжки);[]
36926;Акче Менгли Гирея 915 год;ENDED;130.00;130.00;1;Восточные;[]
36927;елочные игрушки СССР 50 года;ENDED;999.00;0.00;0;Керамика, фарфор, стекло (предметы декоративно-прикладного искусства, посуда);[]
36928;топор московский тип 19-го века;ENDED;555.00;0.00;0;Керамика, фарфор, стекло (предметы декоративно-прикладного искусства, посуда);[]
36929;светильник из гильзы;ENDED;555.00;0.00;0;Керамика, фарфор, стекло (предметы декоративно-прикладного искусства, посуда);[]
36930;Бешлык Шахин-Гирея 4 год правления.;ENDED;400.00;0.00;0;Восточные;[]
36931;Ремень РИА. Пряга+ ремень;ENDED;1900.00;0.00;0;Предметы старины не относящиеся к вышестоящим темам ;[]
36934;Оловянная гоночная машинка;ENDED;400.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
36935;Запанки;ENDED;250.00;0.00;0;Христианская металлопластика 14-19вв;[]
36936;Монеты Крымского Ханства 20шт.;ENDED;450.00;0.00;0;Восточные;[]
36939;бешлык Селямета 2-го, 1152 год, Бачхисарай.;ENDED;150.00;150.00;1;Восточные;[]
36941;скифский амулет \&quot;шипатое кольцо.;ENDED;300.00;300.00;1;Металлопластика античная;[]
36942;Акче и Бешлыки КХ &#40;50 шт.&#41;;ENDED;800.00;825.00;2;Восточные;[]
36943;Железный арбалетный наконечник;ENDED;500.00;500.00;1;Металлопластика античная;[]
36945;Птицеголовая там в красивой патине;ENDED;100.00;0.00;0;Восточные;[]
36947;Продам копейку Шахин-Гирея 6 года правления;ENDED;10000.00;0.00;0;Восточные;[]
36948;Продам 10 копеек 1902 года - не частая монета;ENDED;1200.00;0.00;0;Имперские (Россия);[]
36950;Менгли Гир. 900 г.х.;ENDED;350.00;0.00;0;Восточные;[]
36954;2 копейки 1811;ENDED;750.00;0.00;0;Имперские (Россия);[]
36955;2 копейки 1812;ENDED;400.00;0.00;0;Имперские (Россия);[]
36956;2 копейки 1815;ENDED;250.00;0.00;0;Имперские (Россия);[]
36957;2 копейки 1815 №2;ENDED;300.00;0.00;0;Имперские (Россия);[]
36959;Серебряные монеточки;ENDED;150.00;0.00;0;Восточные;[]
36960;Серебряные монеточки;ENDED;150.00;155.00;2;Восточные;[]
36961;Статерок и пегасик;ENDED;300.00;360.00;4;Античные монеты;[]
36963;3 копейки 1854г;ENDED;1000.00;0.00;0;Имперские (Россия);[]
36964;5 копеек 1836г;ENDED;800.00;800.00;1;Имперские (Россия);[]
36971;5 копеек Елизавета 1761год;ENDED;500.00;0.00;0;Имперские (Россия);[]
36972;Нюрнберг. 20 пфеннигов;ENDED;0.99;0.99;1;Жетоны;[]
36981;Ключик кольцо Рим;ENDED;600.00;1110.00;8;Перстни и кольца;[]
36982;Империя 20 копеек &#40; 3 шт&#41;;ENDED;300.00;310.00;2;Имперские (Россия);[]
36984;Генуэзские фоллеры надчеканки;ENDED;1200.00;0.00;0;Восточные;[]
36985;Селим 1 &#40;3 правление&#41;;ENDED;600.00;0.00;0;Восточные;[]
36986;Монета Востока;ENDED;250.00;0.00;0;Восточные;[]
36987;Копейка Шахин-Гирея;ENDED;2500.00;2500.00;1;Восточные;[]
36988;Акче Менгли Гир. 913,909 г;ENDED;250.00;250.00;1;Восточные;[]
36991;3 копейки 1927 и 1 копейка 1927 года;ENDED;1000.00;0.00;0;Россия и СССР;[]
36992;знак общества о бедных и больных детях  серебро 84 проба;ENDED;5000.00;5000.00;1;Металлопластика средневековая,  восточные предметы до 1917г;[]
36993;Ручные и ружейные гранаты России;ENDED;2500.00;0.00;0;Литература в помощь коллекционеру (научные издания, каталоги, аукционные каталоги, искусствоведение и пр.);[]
36994; Кырмыз, Шахин Гирей, 5-й год правл.;ENDED;10000.00;18605.00;13;Восточные;[]
36995;Накладка с изображением льва;ENDED;500.00;625.00;5;Металлопластика средневековая,  восточные предметы до 1917г;[]
36996;Румынская медаль за борьбу с коммунизмом;ENDED;700.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37001;Пул Всадник стреляющий вперед;ENDED;500.00;500.00;1;Восточные;[]
37003;Пул с орлом;ENDED;300.00;300.00;1;Восточные;[]
37005;Нечищенна с рубля;ENDED;1.00;1.00;1;Восточные;[]
37007;15 копеек 1778 г;ENDED;1500.00;0.00;0;Имперские (Россия);[]
37008;Царский военный жетон;ENDED;50.00;135.00;5;Христианская металлопластика 14-19вв;[]
37009;Ярмак. Токта.;ENDED;1500.00;2200.00;8;Восточные;[]
37010;Кошель акче Бахадура Гирея.;ENDED;1000.00;1900.00;10;Восточные;[]
37011;Акче Мехмеда Гирея 4;ENDED;350.00;350.00;1;Восточные;[]
37012;Ислам Гирей 3,  акче.;ENDED;350.00;350.00;1;Восточные;[]
37014;Акче К.Х.&#40;3&#41;;ENDED;100.00;365.00;14;Восточные;[]
37015;Бешлык Фатх Гир. 2;ENDED;200.00;200.00;1;Восточные;[]
37016;;ENDED;0.00;0.00;0;;[]
37017;Акче Менгли;ENDED;150.00;0.00;0;Восточные;[]
37018;Акче Менгли Гир &#40;2&#41;;ENDED;150.00;150.00;1;Восточные;[]
37019;Онлык Каплан Гир.;ENDED;450.00;0.00;0;Восточные;[]
37023;Пул 4;ENDED;1.00;1.00;1;Восточные;[]
37026;Пулы З.О. &#40;2&#41;;ENDED;400.00;0.00;0;Восточные;[]
37027;Трапезунд , Алексей 3;ENDED;0.99;3250.00;17;Античные монеты;[]
37028;кольца золотые 56 проба царское и османская монета золото;ENDED;5000.00;0.00;0;Перстни и кольца;[]
37029;Ассарий TYPA-N-ON;ENDED;1000.00;1000.00;1;Античные монеты;[]
37031;Мон К.Х.;ENDED;100.00;100.00;1;Восточные;[]
37032;Керкинитида скиф гело;ENDED;100.00;1615.00;23;Античные монеты;[]
37033;Мон. Антика;ENDED;500.00;500.00;1;Античные монеты;[]
37034;Мон. Антика &#40;2&#41;;ENDED;300.00;0.00;0;Античные монеты;[]
37035;Мон. Антика &#40;3&#41;;ENDED;250.00;0.00;0;Античные монеты;[]
37036;Мон. Антика &#40;4&#41;;ENDED;150.00;0.00;0;Античные монеты;[]
37037;Мон. Антика &#40;5&#41;;ENDED;200.00;0.00;0;Античные монеты;[]
37038;Мон. Антика &#40;6&#41;;ENDED;150.00;150.00;1;Античные монеты;[]
37039;Мон. Антика &#40;7&#41;;ENDED;150.00;0.00;0;Античные монеты;[]
37040;Мон. Рим;ENDED;200.00;200.00;1;Античные монеты;[]
37041;Один Рейхфенинг 1937 года.;ENDED;170.00;0.00;0;Германия;[]
37042;рестовраторам;ENDED;500.00;0.00;0;Христианская металлопластика 14-19вв;[]
37044;Крест с утратами;ENDED;300.00;300.00;1;Христианская металлопластика 14-19вв;[]
37045;Бронзовая Византийская накладка;ENDED;300.00;300.00;1;Металлопластика античная;[]
37046;10 копеек 1867 г.;ENDED;800.00;0.00;0;Имперские (Россия);[]
37047;10 копеек 1943 г.;ENDED;300.00;0.00;0;Россия и СССР;[]
37048;Пряжки и подвески КХ;ENDED;300.00;300.00;1;Металлопластика средневековая,  восточные предметы до 1917г;[]
37049;Лот серебряных колец;ENDED;1000.00;0.00;0;Перстни и кольца;[]
37050;Серебряные кольца с чернением;ENDED;800.00;0.00;0;Перстни и кольца;[]
37051;монетки разные;ENDED;300.00;300.00;1;Восточные;[]
37052;Восток.;ENDED;300.00;0.00;0;Восточные;[]
37053;Восток.;ENDED;250.00;250.00;1;Восточные;[]
37054;Во сток;ENDED;500.00;0.00;0;Восточные;[]
37055;Во сток;ENDED;150.00;150.00;1;Восточные;[]
37056;Восток.;ENDED;150.00;150.00;1;Восточные;[]
37057;Монета;ENDED;300.00;300.00;1;Восточные;[]
37058;Монета;ENDED;50.00;50.00;1;Восточные;[]
37059;бешлыки ШГ 5шт;ENDED;500.00;0.00;0;Восточные;[]
37060;пул птичка;ENDED;200.00;0.00;0;Восточные;[]
37061;четыре акче;ENDED;400.00;410.00;2;Восточные;[]
37062;Надчекан.;ENDED;250.00;0.00;0;Восточные;[]
37063;три пула;ENDED;400.00;0.00;0;Восточные;[]
37064;фальшак и данг Узбек;ENDED;500.00;0.00;0;Восточные;[]
37065;четыре данга;ENDED;1000.00;0.00;0;Восточные;[]
37066;м39, м3 + бонус;ENDED;600.00;600.00;1;Восточные;[]
37067;Кольцо Серебренное;ENDED;550.00;0.00;0;Перстни и кольца;[]
37070;Токта 69;ENDED;1000.00;1000.00;1;Восточные;[]
37071;Мон К.Х. &#40;2&#41;;ENDED;100.00;100.00;1;Восточные;[]
37072;Металлопласт. серебр;ENDED;400.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37073;лютый зверь;ENDED;2000.00;0.00;0;Перстни и кольца;[]
37074;От средневековье до СССР;ENDED;500.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37075;Подстаканник;ENDED;200.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37076;Ладанка 84проба;ENDED;300.00;360.00;6;Христианская металлопластика 14-19вв;[]
37077;Монета;ENDED;100.00;0.00;0;Средневековые (Европа);[]
37078;О&#41; 9 монет востока.;ENDED;300.00;0.00;0;Восточные;[]
37079;Монеты востока.;ENDED;500.00;0.00;0;Восточные;[]
37080;Пул;ENDED;150.00;0.00;0;Восточные;[]
37081;солдатский складень;ENDED;2000.00;0.00;0;Всё по Крымской Войне 1853-1856гг;[]
37082;Монета.;ENDED;250.00;0.00;0;Восточные;[]
37083;Всадник.;ENDED;400.00;400.00;1;Восточные;[]
37084;Туда Менгу.;ENDED;1500.00;3600.00;18;Восточные;[]
37086;Аспр;ENDED;400.00;725.00;10;Восточные;[]
37087;Трапезунд Мануил 3;ENDED;500.00;4200.00;23;Античные монеты;[]
37088;Надчекан.;ENDED;150.00;155.00;2;Восточные;[]
37089;Крымское ханство;ENDED;150.00;215.00;6;Металлопластика средневековая,  восточные предметы до 1917г;[]
37096;Наконечники бронзовые скифы;ENDED;1500.00;0.00;0;Металлопластика античная;[]
37097;Наконечники хазары орда;ENDED;1500.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37098;Монета 2;ENDED;100.00;0.00;0;Средневековые (Европа);[]
37099;15копеек польских;ENDED;100.00;0.00;0;Имперские (Россия);[]
37100;Крупный нательный крест 1;ENDED;100.00;0.00;0;Христианская металлопластика 14-19вв;[]
37101;Крупный нательный крест 2;ENDED;50.00;0.00;0;Христианская металлопластика 14-19вв;[]
37102;Крупный крест штурвал;ENDED;200.00;0.00;0;Христианская металлопластика 14-19вв;[]
37103;Крупный крест штурвал;ENDED;200.00;0.00;0;Христианская металлопластика 14-19вв;[]
37104;Украшения серебро ,медь в позолоте;ENDED;200.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37105;Украшение Кх с монетой;ENDED;200.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37106;царизм;ENDED;300.00;0.00;0;Имперские (Россия);[]
37107;лот колец;ENDED;700.00;725.00;2;Перстни и кольца;[]
37108;Копейка Шахин Гир. 4 г. пр.;ENDED;2500.00;2500.00;1;Восточные;[]
37109;Гирьки пуговицы;ENDED;500.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37110;металлопластика;ENDED;500.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37111;Крупные створки складня праздничный;ENDED;1500.00;0.00;0;Христианская металлопластика 14-19вв;[]
37112;лот антики;ENDED;800.00;1100.00;4;Античные монеты;[]
37113;Мон К.Х.&#40;3&#41;;ENDED;100.00;100.00;1;Восточные;[]
37114;Мон К.Х.&#40;4&#41;;ENDED;100.00;100.00;1;Восточные;[]
37115;Мон К.Х.&#40;5&#41;;ENDED;100.00;100.00;1;Восточные;[]
37116;Мон К.Х.&#40;6&#41;;ENDED;100.00;100.00;1;Восточные;[]
37117;Мон К.Х.&#40;7&#41;;ENDED;100.00;100.00;1;Восточные;[]
37118;25 монет кх;ENDED;200.00;683.00;11;Восточные;[]
37119;Мон К.Х.&#40;8&#41;;ENDED;100.00;0.00;0;Восточные;[]
37120;Надчекан;ENDED;300.00;0.00;0;Восточные;[]
37121;Восток 82 шт;ENDED;100.00;1300.00;15;;[]
37123;Амулет рыська;ENDED;2000.00;2000.00;1;Металлопластика средневековая,  восточные предметы до 1917г;[]
37124;Лот монет КХ.;ENDED;200.00;365.00;16;Восточные;[]
37125;РИМ;ENDED;160.00;160.00;1;Античные монеты;[]
37126;РИМ;ENDED;250.00;250.00;1;Античные монеты;[]
37127;РИМ;ENDED;160.00;0.00;0;Античные монеты;[]
37128;РИМ;ENDED;160.00;0.00;0;Античные монеты;[]
37129;Ключи 10-шт.;ENDED;350.00;350.00;1;Металлопластика средневековая,  восточные предметы до 1917г;[]
37131;Проколки;ENDED;300.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37132;ВИЗАНТИЯ;ENDED;160.00;160.00;1;Античные монеты;[]
37133;Крымское Ханство лот №1;ENDED;500.00;500.00;1;Металлопластика средневековая,  восточные предметы до 1917г;[]
37135;Наконечники античные;ENDED;1600.00;0.00;0;Металлопластика античная;[]
37136;Крымское Ханство лот №2;ENDED;1000.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37137;Клеймо с посудины;ENDED;50.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37138;Бусина;ENDED;300.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37139;Наконечник;ENDED;350.00;0.00;0;Металлопластика античная;[]
37140;половинка трапезунда Иоанн 2;ENDED;300.00;300.00;1;Восточные;[]
37141;Наконечники;ENDED;200.00;0.00;0;Металлопластика античная;[]
37142;Кресало;ENDED;300.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37143;нижний чин 56-й Западно-Эссекский пехотный полк , Британия;ENDED;500.00;3100.00;17;Всё по Крымской Войне 1853-1856гг;[]
37144;ключ;ENDED;100.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37145;Наконечники 2;ENDED;200.00;227.00;5;Металлопластика античная;[]
37146;Монета-рыба, Керкинитида;ENDED;20000.00;20000.00;1;Античные монеты;[]
37148;м 50 &#40;6 шт.&#41;;ENDED;220.00;0.00;0;Восточные;[]
37149;Онлык Ш.Г;ENDED;350.00;350.00;1;Восточные;[]
37150;Копейка 1945 г, брак.;ENDED;350.00;500.00;8;Россия и СССР;[]
37151;Пул с ликом;ENDED;150.00;150.00;1;Восточные;[]
37152;м 45;ENDED;35.00;35.00;1;Восточные;[]
37156;Трапезунд, Василий;ENDED;500.00;1100.00;4;Античные монеты;[]
37157;Кресало 2;ENDED;200.00;200.00;1;Металлопластика средневековая,  восточные предметы до 1917г;[]
37158;Анонимный выпуск, ал-Джедид;ENDED;200.00;0.00;0;Восточные;[]
37159;м 21а;ENDED;45.00;0.00;0;Восточные;[]
37160;браслет;ENDED;300.00;0.00;0;Металлопластика античная;[]
37161;Крюк;ENDED;100.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37162;Бешлык Каплан Гирея, 2 пр.;ENDED;350.00;350.00;1;Восточные;[]
37163;Бешлык Каплан Гирея, 3 пр, 1143 гх;ENDED;400.00;580.00;6;Восточные;[]
37164;Зажигалка;ENDED;200.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37166;м 48а;ENDED;60.00;0.00;0;Восточные;[]
37167;Височная подвеска;ENDED;300.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37168;Бешлык и акче Мурада Гирея.;ENDED;500.00;500.00;1;Восточные;[]
37169;м 54;ENDED;60.00;0.00;0;Восточные;[]
37170;зеркало;ENDED;150.00;0.00;0;Металлопластика античная;[]
37171;Подвески;ENDED;150.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37172;Металлопластика;ENDED;200.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37173;Запонки;ENDED;100.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37174;Денарий Септимий Север.;ENDED;500.00;525.00;2;Античные монеты;[]
37177;Серёжка орда серебро;ENDED;200.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37178;Готская и Римская пряжки.;ENDED;600.00;600.00;1;Металлопластика античная;[]
37180;Серьга с камнем;ENDED;150.00;150.00;1;Столовое серебро, ювелирные изделия (из драгметаллов);[]
37181;Пуга гирька с эмалеми;ENDED;200.00;311.00;7;Металлопластика средневековая,  восточные предметы до 1917г;[]
37182;Замки;ENDED;250.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37183;Замки 1;ENDED;200.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37184;Фибула;ENDED;100.00;0.00;0;Металлопластика античная;[]
37185;наконечники 60+штук;ENDED;5000.00;5100.00;2;Металлопластика средневековая,  восточные предметы до 1917г;[]
37186;Пул солнце;ENDED;1000.00;0.00;0;Восточные;[]
37187;Менгли 1  899гх;ENDED;200.00;0.00;0;Восточные;[]
37188;Йармак Тула Буга;ENDED;500.00;500.00;1;Восточные;[]
37189;Кошель Бешлыков Менгли Гирея;ENDED;500.00;0.00;0;Восточные;[]
37191;Крестик хороший сохран;ENDED;100.00;100.00;1;Христианская металлопластика 14-19вв;[]
37192;Денга 1759 года;ENDED;450.00;0.00;0;Имперские (Россия);[]
37194;2 копейки 1757 года;ENDED;700.00;0.00;0;Имперские (Россия);[]
37197;2 копейки 1812 года;ENDED;300.00;0.00;0;Имперские (Россия);[]
37198;Лот монет;ENDED;300.00;300.00;1;Имперские (Россия);[]
37199;Монеты;ENDED;750.00;0.00;0;Имперские (Россия);[]
37200;Империя 10 копеек &#40; 5 шт&#41;;ENDED;600.00;600.00;1;Имперские (Россия);[]
37201;монетка всадник стреляющий вперед;ENDED;400.00;0.00;0;Восточные;[]
37203;Керкинитида Скиф-на скале. ИППО;ENDED;500.00;8100.00;14;Античные монеты;[]
37204;О&#41; Горит. 1;ENDED;300.00;300.00;1;Античные монеты;[]
37205;О&#41; 4 монеты.;ENDED;200.00;0.00;0;Античные монеты;[]
37206;Константин IX &#40; 1042 - 1055 &#41;;ENDED;1000.00;1000.00;1;Античные монеты;[]
37207;Монета Молдавии;ENDED;200.00;200.00;1;Восточные;[]
37208;З.О. 63 шт.;ENDED;600.00;925.00;8;Восточные;[]
37209;Офицерская пуговка номер 28;ENDED;250.00;260.00;2;Филобутонистика (пуговицы, пряжки);[]
37210;Лепта;ENDED;1500.00;0.00;0;Античные монеты;[]
37211;Медная монета;ENDED;100.00;100.00;1;Античные монеты;[]
37212;Металопластика;ENDED;400.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37213;кокарда РККА.;ENDED;350.00;0.00;0;Государственные награды Россйской Империи  (ордена, кресты, медали);[]
37214;эмблема РККА.;ENDED;350.00;350.00;1;Государственные награды Россйской Империи  (ордена, кресты, медали);[]
37215;Знак ГТО 1 ступени. 1930-е годы.;ENDED;350.00;0.00;0;Государственные награды Россйской Империи  (ордена, кресты, медали);[]
37216;Фалеристика;ENDED;350.00;0.00;0;Государственные награды Россйской Империи  (ордена, кресты, медали);[]
37217;Брошка.;ENDED;350.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37218;сережки.солярный знак.символ Солнца.;ENDED;400.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37219;О&#41; Лев. Гемиобол.;ENDED;2500.00;0.00;0;Античные монеты;[]
37220;Гвардия и воинское братство.;ENDED;550.00;0.00;0;Полковые, должностные, учебные знаки и жетоны;[]
37221;Динарий Юлия Мамея;ENDED;1500.00;2000.00;4;Античные монеты;[]
37222; проколка;ENDED;200.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37223;Прясло;ENDED;200.00;0.00;0;Металлопластика античная;[]
37224;Менгли 1й 3шт;ENDED;500.00;500.00;1;Восточные;[]
37225;акче Сахиб 1;ENDED;100.00;100.00;1;Восточные;[]
37227;Анонимный джучидский пул 14 века чекана Сарай ал-Джадида;ENDED;500.00;0.00;0;Восточные;[]
37228;Антика разное.;ENDED;350.00;0.00;0;Античные монеты;[]
37229;таш тимур;ENDED;500.00;0.00;0;Восточные;[]
37230;Орда 93шт.;ENDED;450.00;870.00;7;Восточные;[]
37232;15 коп 1906г;ENDED;350.00;0.00;0;Имперские (Россия);[]
37233;Часть от Знака БГТО 2 степени;ENDED;350.00;0.00;0;Фалеристика СССР;[]
37234;Бронзовый колчанный крюк &#40;Скифы-Сарматы&#41;;ENDED;1500.00;1500.00;1;Металлопластика античная;[]
37236;Гирьки разные.;ENDED;500.00;575.00;4;Металлопластика средневековая,  восточные предметы до 1917г;[]
37237;79-й &#40;Шотландские горцы Камерона&#41; пехотный полк;ENDED;2000.00;0.00;0;Всё по Крымской Войне 1853-1856гг;[]
37239;Печати, Ханство;ENDED;2000.00;0.00;0;Металлопластика средневековая,  восточные предметы до 1917г;[]
37240;Прочистка&#40; для трубок&#41;;ENDED;800.00;800.00;1;Всё по Крымской Войне 1853-1856гг;[]
37241;Свистулька, Заяц;ENDED;1000.00;0.00;0;Античная и средневековая керамика, стекло;[]
